id,user_type,accrual_account,activation_date,code,default_destination_id,inactivation_date,type,name,note,parent_id,is_not_hq_correctible,reconcile,type_for_register
account_3300,Debt,FALSE,01-Jan-12,3300,,,Regular,Other current liabilities,,330,,TRUE,None
account_3301,Debt,FALSE,01-Jan-12,3301,,,Regular,Expenses paid at HQ,,330,,TRUE,None
account_4,View,FALSE,01-Jan-12,4,,,View,Non-current Liabilities > 12 months,,MSF,,FALSE,None
account_40,View,FALSE,01-Jan-12,40,,,View,Non current amounts payable ,,4,,FALSE,None
account_400,View,FALSE,01-Jan-12,400,,,View,Non current amounts payable ,,40,,FALSE,None
account_4000,Debt,FALSE,01-Jan-12,4000,,,Regular,Non current amounts payable ,,40,,TRUE,None
account_41,View,FALSE,01-Jan-12,41,,,View,Long term provisions ,,4,,FALSE,None
account_410,View,FALSE,01-Jan-12,410,,,View,Long term provisions ,,41,,FALSE,None
account_4100,Debt,FALSE,01-Jan-12,4100,,,Regular,Long term provisions,,410,,TRUE,None
account_5,View,FALSE,01-Jan-12,5,,,View,Reserves,,MSF,,FALSE,None
account_50,View,FALSE,01-Jan-12,50,,,View,Surplus / Deficit carried forward,,5,,FALSE,None
account_500,View,FALSE,01-Jan-12,500,,,View,Surplus carried forward,,50,,FALSE,None
account_5000,Equity,FALSE,01-Jan-12,5000,,,Regular,Surplus carried forward,,500,,FALSE,None
account_51,View,FALSE,01-Jan-12,51,,,View,Deficit carried forward,,5,,FALSE,None
account_510,View,FALSE,01-Jan-12,510,,,View,Deficit carried forward,,50,,FALSE,None
account_5100,Equity,FALSE,01-Jan-12,5100,,,Regular,Deficit carried forward,,510,,FALSE,None
account_52,View,FALSE,01-Jan-12,52,,,View,Reserves,,5,,FALSE,None
account_520,View,FALSE,01-Jan-12,520,,,View,Reserves,,50,,FALSE,None
account_5201,Equity,FALSE,01-Jan-12,5201,,,Regular,Transfert of cash counter part,,520,,FALSE,None
account_5202,Equity,FALSE,01-Jan-12,5202,,,Regular,HQ AR and HQ AP accounts counterpart,,520,,FALSE,None
account_6,View,FALSE,01-Jan-12,6,,,View,Expenses,,MSF,,FALSE,None
account_61,View,FALSE,01-Jan-12,61,,,View,Expatriate staff,,6,,FALSE,None
account_6100,Expense,FALSE,01-Jan-12,6100,Expatriates,,Regular,Per diem,,61,,FALSE,None
account_6101,Expense,FALSE,01-Jan-12,6101,Expatriates,,Regular,Team living Expenses,,61,,FALSE,None
account_6102,Expense,FALSE,01-Jan-12,6102,Expatriates,,Regular,Medical Expenses / repatriation costs,,61,,FALSE,None
account_6103,Expense,FALSE,01-Jan-12,6103,Expatriates,,Regular,"Expat training costs, school fees, etc..",,61,,FALSE,None
account_6109,Expense,FALSE,01-Jan-12,6109,Expatriates,,Regular,Perdiem paid at HQ non taxable,,61,,FALSE,None
account_6111,Expense,FALSE,01-Jan-12,6111,Expatriates,,Regular,Expat housing : rent & running costs,,61,,FALSE,None
account_6112,Expense,FALSE,01-Jan-12,6112,Expatriates,,Regular,Expat housing : equipment & furniture,,61,,FALSE,None
account_6115,Expense,FALSE,01-Jan-12,6115,Expatriates,,Regular,Expat housing : construction & rehabilitation,,61,,FALSE,None
account_6120,Expense,FALSE,01-Jan-12,6120,Expatriates,,Regular,MSF Field expatriate salaries (HQ ONLY),,61,TRUE,FALSE,None
account_6124,Expense,FALSE,01-Jan-12,6124,Expatriates,,Regular,Daily tariff (IRP) HQ ONLY,,61,TRUE,FALSE,None
account_6133,Expense,FALSE,01-Jan-12,6133,Expatriates,,Regular,MSF expatriates' insurance (HQ ONLY),,61,TRUE,FALSE,None
account_6140,Expense,FALSE,01-Jan-12,6140,Expatriates,,Regular,Expat transport & visa costs (HQ / mission),,61,TRUE,FALSE,None
account_6141,Expense,FALSE,01-Jan-12,6141,Expatriates,,Regular,Expat posting tariff (HQ ONLY),,61,TRUE,FALSE,None
account_6150,Expense,FALSE,01-Jan-12,6150,Expatriates,,Regular,Salaries and indemnities reinvoiced by others sections,,61,,FALSE,None
account_62,View,FALSE,01-Jan-12,62,,,View,National staff,,6,,FALSE,None
account_6210,Expense,FALSE,01-Jan-12,6210,National Staff,,Regular,Domestic staff salaries / charges,,62,,FALSE,None
account_6220,Expense,FALSE,01-Jan-12,6220,National Staff,,Regular,Administrative staff salaries / charges,,62,,FALSE,None
account_6230,Expense,FALSE,01-Jan-12,6230,National Staff,,Regular,Medical staff salaries / charges,,62,,FALSE,None
account_6240,Expense,FALSE,01-Jan-12,6240,National Staff,,Regular,Logistics and sanitation staff salaries / charges,,62,,FALSE,None
account_6250,Expense,FALSE,01-Jan-12,6250,National Staff,,Regular,Drivers and mechanics staff salaries / charges,,62,,FALSE,None
account_6260,Expense,FALSE,01-Jan-12,6260,National Staff,,Regular,Non MSF staff salaries & incentives,,62,,FALSE,None
account_6270,Expense,FALSE,01-Jan-12,6270,National Staff,,Regular,Daily workers,,62,,FALSE,None
account_6280,Expense,FALSE,01-Jan-12,6280,National Staff,,Regular,National staff : medical Expenses,,62,,FALSE,None
account_6285,Expense,FALSE,01-Jan-12,6285,National Staff,,Regular,National staff : training costs,,62,,FALSE,None
account_6295,Expense,FALSE,01-Jan-12,6295,National Staff,,Regular,National staff : housing costs,,62,,FALSE,None
account_63,View,FALSE,01-Jan-12,63,,,View,Office costs,,6,,FALSE,None
account_6301,Expense,FALSE,01-Jan-12,6301,Support,,Regular,Office: stationery & small supplies,,63,,FALSE,None
account_6302,Expense,FALSE,01-Jan-12,6302,Support,,Regular,Communication equipment,,63,,FALSE,None
account_6303,Expense,FALSE,01-Jan-12,6303,Support,,Regular,"Office : furniture, IT, energy equipment",,63,,FALSE,None
account_6304,Expense,FALSE,01-Jan-12,6304,Support,,Regular,Maintenance office equipment & hardware,,63,,FALSE,None
account_6311,Expense,FALSE,01-Jan-12,6311,Support,,Regular,Office : rent & running costs,,63,,FALSE,None
account_6312,Expense,FALSE,01-Jan-12,6312,Support,,Regular,Taxes,,63,,FALSE,None
account_6315,Expense,FALSE,01-Jan-12,6315,Support,,Regular,Office : construction & rehabilitation,,63,,FALSE,None
account_6320,Expense,FALSE,01-Jan-12,6320,Support,,Regular,Telephone & communication costs,,63,,FALSE,None
account_6321,Expense,FALSE,01-Jan-12,6321,Support,,Regular,Bank fees,,63,,FALSE,None
account_6330,Expense,FALSE,01-Jan-12,6330,Support,,Regular,Printing and documentation,,63,,FALSE,None
account_6331,Expense,FALSE,01-Jan-12,6331,Support,,Regular,Identification materials,,63,,FALSE,None
account_6340,Expense,FALSE,01-Jan-12,6340,Support,,Regular,Internal & external representation costs,,63,,FALSE,None
account_64,View,FALSE,01-Jan-12,64,,,View,Medical,,6,,FALSE,None
account_6400,Expense,FALSE,01-Jan-12,6400,Operations,,Regular,Medicines,,64,,FALSE,None
account_6401,Expense,FALSE,01-Jan-12,6401,Operations,,Regular,Medical kits,,64,,FALSE,None
account_6412,Expense,FALSE,01-Jan-12,6412,Operations,,Regular,Cold chain material & equipment,,64,,FALSE,None
account_6420,Expense,FALSE,01-Jan-12,6420,Operations,,Regular,Vaccines & vaccination material,,64,,FALSE,None
account_6430,Expense,FALSE,01-Jan-12,6430,Operations,,Regular,Food : non-specialized,,64,,FALSE,None
account_6431,Expense,FALSE,01-Jan-12,6431,Operations,,Regular,Food : specialized (therapeutic),,64,,FALSE,None
account_6440,Expense,FALSE,01-Jan-12,6440,Operations,,Regular,"Misc. costs for patients (food, hotel, transport)",,64,,FALSE,None
account_6441,Expense,FALSE,01-Jan-12,6441,Operations,,Regular,"External specialist consultations, tests & references",,64,,FALSE,None
account_6450,Expense,FALSE,01-Jan-12,6450,Operations,,Regular,Health facilities : rent & running costs,,64,,FALSE,None
account_6451,Expense,FALSE,01-Jan-12,6451,Operations,,Regular,Health facilities : non-medical equipment/furniture,,64,,FALSE,None
account_6460,Expense,FALSE,01-Jan-12,6460,Operations,,Regular,Medical small material,,64,,FALSE,None
account_6461,Expense,FALSE,01-Jan-12,6461,Operations,,Regular,Medical equipment,,64,,FALSE,None
account_6470,Expense,FALSE,01-Jan-12,6470,Operations,,Regular,Lab small material & reagents,,64,,FALSE,None
account_6471,Expense,FALSE,01-Jan-12,6471,Operations,,Regular,Lab equipment,,64,,FALSE,None
account_6480,Expense,FALSE,01-Jan-12,6480,Operations,,Regular,Medical & nutrition - cost of destruction,,64,,FALSE,None
account_65,View,FALSE,01-Jan-12,65,,,View,"Construction, Water, Sanitation",,6,,FALSE,None
account_6500,Expense,FALSE,01-Jan-12,6500,Operations,,Regular,Logistic kits,,65,,FALSE,None
account_6510,Expense,FALSE,01-Jan-12,6510,Operations,,Regular,Construction & rehabilitation material,,65,,FALSE,None
account_6511,Expense,FALSE,01-Jan-12,6511,Operations,,Regular,Construction equipment & tools,,65,,FALSE,None
account_6520,Expense,FALSE,01-Jan-12,6520,Operations,,Regular,Water/sanitation material and product,,65,,FALSE,None
account_6521,Expense,FALSE,01-Jan-12,6521,Operations,,Regular,Water/sanitation equipment,,65,,FALSE,None
account_6530,Expense,FALSE,01-Jan-12,6530,Operations,,Regular,Energy equipment,,65,,FALSE,None
account_6540,Expense,FALSE,01-Jan-12,6540,Operations,,Regular,Logistics material,,65,,FALSE,None
account_6550,Expense,FALSE,01-Jan-12,6550,Operations,,Regular,Non-food relief items for distributions,,65,,FALSE,None
account_6551,Expense,FALSE,01-Jan-12,6551,Operations,,Regular,Temporary structures,,65,,FALSE,None
account_6560,Expense,FALSE,01-Jan-12,6560,Operations,,Regular,Fuel (excluding vehicles),,65,,FALSE,None
account_6570,Expense,FALSE,01-Jan-12,6570,Operations,,Regular,Subcontracted building work,,65,,FALSE,None
account_66,View,FALSE,01-Jan-12,66,,,View,External training & local support costs,,6,,FALSE,None
account_6620,Expense,FALSE,01-Jan-12,6620,Operations,,Regular,Training sessions (non MSF staff),,66,,FALSE,None
account_6630,Expense,FALSE,01-Jan-12,6630,Operations,,Regular,Gifts and subsidies from MSF,,66,,FALSE,None
account_6640,Expense,FALSE,01-Jan-12,6640,Operations,,Regular,Advocacy and external communication,,66,,FALSE,None
account_67,View,FALSE,01-Jan-12,67,,,View,"Transport Freight, Storage",,6,,FALSE,None
account_6700,Expense,FALSE,01-Jan-12,6700,Operations,,Regular,Vehicle purchase,,67,,FALSE,None
account_6701,Expense,FALSE,01-Jan-12,6701,Operations,,Regular,Insurance & taxes vehicles,,67,,FALSE,None
account_6710,Expense,FALSE,01-Jan-12,6710,Operations,,Regular,Car and small vehicle rental,,67,,FALSE,None
account_6711,Expense,FALSE,01-Jan-12,6711,Operations,,Regular,Truck rental ,,67,,FALSE,None
account_6712,Expense,FALSE,01-Jan-12,6712,Operations,,Regular,Plane rental,,67,,FALSE,None
account_6713,Expense,FALSE,01-Jan-12,6713,Operations,,Regular,Other transport rentals,,67,,FALSE,None
account_6720,Expense,FALSE,01-Jan-12,6720,Operations,,Regular,"Vehicles repair, maintenance, spare parts",,67,,FALSE,None
account_6722,Expense,FALSE,01-Jan-12,6722,Operations,,Regular,Fuel for vehicles and transport facilities,,67,,FALSE,None
account_6730,Expense,FALSE,01-Jan-12,6730,Operations,,Regular,International freight - by AIR,,67,,FALSE,None
account_6731,Expense,FALSE,01-Jan-12,6731,Operations,,Regular,International freight - by SEA/ROAD,,67,,FALSE,None
account_6732,Expense,FALSE,01-Jan-12,6732,Operations,,Regular,Local customs & clearance costs,,67,,FALSE,None
account_6740,Expense,FALSE,01-Jan-12,6740,Operations,,Regular,Local transport cost MSF staff,,67,,FALSE,None
account_6750,Expense,FALSE,01-Jan-12,6750,Operations,,Regular,Garage rent & maintenance,,67,,FALSE,None
account_6751,Expense,FALSE,01-Jan-12,6751,Operations,,Regular,Warehouse rent & maintenance,,67,,FALSE,None
account_68,View,FALSE,01-Jan-12,68,,,View,Consultant & field support,,6,,FALSE,None
account_6800,Expense,FALSE,01-Jan-12,6800,Operations,,Regular,"Medical survey, consultant & specialist costs",,68,,FALSE,None
account_6801,Expense,FALSE,01-Jan-12,6801,Operations,,Regular,"Non-medical survey, consultant & specialist costs",,68,,FALSE,None
account_6810,Expense,FALSE,01-Jan-12,6810,Operations,,Regular,Expertise fee (non-medical),,68,,FALSE,None
account_6811,Expense,FALSE,01-Jan-12,6811,Operations,,Regular,Audits,,68,,FALSE,None
account_6820,Expense,FALSE,01-Jan-12,6820,Operations,,Regular,HQstaff salary charged to the field HQ ONLY,,68,TRUE,FALSE,None
account_6821,Expense,FALSE,01-Jan-12,6821,Operations,,Regular,Transport and Expenses for headquarters staff,,68,,FALSE,None
account_69,View,FALSE,01-Jan-12,69,,,View,Miscellaneous,,6,,FALSE,None
account_6910,Expense,FALSE,01-Jan-12,6910,Support,,Regular,Filming costs,,69,,FALSE,None
account_6920,Expense,FALSE,01-Jan-12,6920,Support,,Regular,Cash difference,,69,,FALSE,None
account_6930,Expense,FALSE,01-Jan-12,6930,Support,,Regular,Theft,,69,,FALSE,None
account_6931,Expense,FALSE,01-Jan-12,6931,Support,,Regular,Lost/bad Debts,,69,,FALSE,None
account_6935,Expense,FALSE,01-Jan-12,6935,Support,,Regular,Litigation,,69,,FALSE,None
account_6940,Expense,FALSE,01-Jan-12,6940,Support,,Regular,Currency exchange difference HQ ONLY,,69,TRUE,FALSE,None
account_6950,Expense,FALSE,01-Jan-12,6950,Support,,Regular,Fund-raising (HQ ONLY),,69,TRUE,FALSE,None
account_7,View,FALSE,01-Jan-12,7,,,View,Income,,MSF,,FALSE,None
account_70,View,FALSE,01-Jan-12,70,,,View,Donations received in the field,,7,,FALSE,None
account_7000,Income,FALSE,01-Jan-12,7000,,,Regular,Donations received in the field,,70,,FALSE,None
account_71,View,FALSE,01-Jan-12,71,,,View,Financial income,,7,,FALSE,None
account_7100,Income,FALSE,01-Jan-12,7100,,,Regular,Interest income,,71,,FALSE,None
account_7101,Income,FALSE,01-Jan-12,7101,,,Regular,Exceptional income,,71,,FALSE,None
account_7102,Income,FALSE,01-Jan-12,7102,,,Regular,Re-invoicing income,,71,,FALSE,None
account_7103,Income,FALSE,01-Jan-12,7103,,,Regular,Financial interest,,71,,FALSE,None
account_7110,Income,FALSE,01-Jan-12,7110,,,Regular,Realized gain on currency exchange,,71,,FALSE,None
account_72,View,FALSE,01-Jan-12,72,,,View,Sales of equipments and goods,,7,,FALSE,None
account_7200,Income,FALSE,01-Jan-12,7200,,,Regular,Sales of equipments,,72,,FALSE,None
account_7210,Income,FALSE,01-Jan-12,7210,,,Regular,Other sales,,72,,FALSE,None
account_73,View,FALSE,01-Jan-12,73,,,View,Gain on inventory,,7,,FALSE,None
